0000029818	38450
0000030293	43050
0000010813	25650
0000011824	41760
0000030084	50500
0000026687	64400
0000030354	19900
0000029797	22050
0000002448	97450
0000005646	69600
0000030009	40150
0000015149	35900
0000030352	32250
0000030571	43800
0000017772	26550
0000030643	22650
0000017137	110000
0000024743	57300
0000019758	107410
0000007552	73000
0000006251	102000
0000022915	40200
0000020469	37300
0000004377	84740
0000005242	101820
0000017351	95050
0000015160	108150
0000018321	101000
0000019730	69600
0000019564	24750
0000019564	58000
0000022753	28000
0000030292	24000
0000011838	66950
0000030092	27150
0000030759	26500
0000015311	26900
0000012635	11750
0000023357	13300
0000017691	47600
0000024754	54000
0000030708	29600
0000030782	39250
0000030805	24350
0000030825	16900
0000028094	46750
0000027918	36700
0000021255	38900
0000028458	38300
0000028536	45800
0000005964	58500
0000029342	161500
0000014990	37970
0000015662	51450
0000028465	36250
0000026605	100900
0000028794	35700
0000028820	51700
0000017944	107750
0000014936	23800
0000026360	23600
0000019021	128100
0000013520	34800
0000018443	28900
0000016751	114050
0000017654	138100
0000017987	108400
0000016663	60600
0000012888	104850
0000013524	66550
0000017697	38100
0000017285	137600
0000029199	10300
0000024971	43800
0000026411	12000
0000028760	50200
0000013491	126600
0000014006	51850
0000029226	36800
0000017908	138800
0000018444	48100
0000015625	38150
0000025842	46650
0000015845	36400
0000012046	42050
0000018390	60000
0000024188	43000
0000023029	53400
0000021731	46650
0000013481	127900
0000012111	154300
0000013460	36290
0000012815	42050
0000012866	36000
0000014300	29000
0000022598	46150
0000008888	40500
0000010395	51050
0000026350	31950
0000011118	27650
0000027099	22000
0000013450	23200
0000027452	35750
0000029763	56750
0000026873	40500
0000013295	52150
0000016434	19350
0000017215	121600
0000026803	46550
0000027252	56750
0000010972	42550
0000025669	51500
0000011812	35650
0000021858	95600
0000014043	50000
0000029841	51700
0000015520	26200
0000025268	17150
0000014042	52500
0000009481	15500
0000014095	50000
0000029808	46400
0000029910	37300
0000020204	38400
0000014646	52200
0000012918	53600
0000015956	41900
0000015602	37350
0000020117	51750
0000026028	10400
0000019337	35900
0000027349	57100
0000028795	25550
0000013569	71200
0000015647	51900
0000024818	49050
0000016308	65200
0000011148	28450
0000026150	40950
0000010252	52400
0000027413	57300
0000007486	11900
0000011313	14000
0000027229	55500
0000023482	34900
0000014612	15850
0000021766	35000
0000011975	33850
0000016003	24100
0000028473	58600
0000011886	40700
0000024134	60700
0000026493	64600
0000012585	23750
0000021213	22450
0000013864	25300
0000026573	27500
0000029975	21500
0000026897	57000
0000014748	60250
0000026248	51000
0000020201	26700
0000018017	34950
0000016244	5000
0000016363	33600
0000011938	57800
0000027348	33100
0000020374	30550
0000026450	47980
0000019924	36000
0000012799	29000
0000013860	26650
0000021083	30150
0000022946	67000
0000029379	45200
0000027181	25200
0000029185	53150
0000009251	27600
0000027233	61700
0000020677	81000
0000012916	70700
0000030214	56750
0000028748	26900
0000016255	36150
0000016439	24700
0000029686	52000
0000015424	39500
0000014957	41550
0000029624	57900
0000026903	34850
0000027100	56850
0000028662	33700
0000020695	54150
0000028553	5000
0000028140	50000
0000028140	1900
0000025563	65550
0000022446	18000
0000030517	14500
0000012709	63290
0000027473	53650
0000024046	38650
0000014252	47500
0000030277	38150
0000029832	9100
0000022583	44550
0000020761	136150
0000027160	29200
0000027451	38800
0000030042	46500
0000015820	59700
0000030476	34400
0000026697	29000
0000030188	16150
0000018978	17000
0000015465	43000
0000030523	30200
0000030092	18600
0000030542	33200
0000005613	72200
0000030149	29150
0000030101	14500
0000030453	28300
0000016027	96000
0000019205	50470
0000030558	27050
0000030564	58000
0000028546	50650
0000017905	24750
0000030698	28100
0000008226	54100
0000029850	16400
0000013169	29950
0000019365	47950
0000019770	100600
0000005901	100250
0000004640	108300
0000016465	83000
0000017650	104000
0000016127	6100
0000016127	30050
0000015178	121600
0000025074	91000
0000020508	28000
0000030772	43500
0000014153	11000
0000014153	100
0000026267	105050
0000030799	45250
0000015152	63700
0000030611	26900
0000018333	23500
0000024072	47400
0000030850	49000
0000022060	88000
0000030367	34750
